a0	a0.2	a0.4	a0.6	a0.8	a1
0.713920566260322	0.64931293996665	0.645318677075098	0.649334719368575	0.651173480092426	0.651006048624735
0.713969720802202	0.683896385063754	0.682856923560279	0.683162873604262	0.683550225138899	0.682930922155371
0.714018875344082	0.717848813489009	0.711806920959497	0.717115611482501	0.712691702713331	0.711020448289422
0.714068029885961	0.742331891466772	0.7410538733779	0.739972473456547	0.738153755407	0.734565473849784
0.714166338969721	0.756832481321274	0.755800235941801	0.752015336217066	0.751179709005112	0.746362563900904
0.714117184427841	0.764992135273299	0.762780180888714	0.761453008257963	0.757963035784506	0.755357845064884
0.714117184427841	0.76941604404247	0.767990562327959	0.766663389697208	0.76341918993315	0.759929217459693
0.714117184427841	0.770448289421943	0.770055053086905	0.770300825796304	0.767744789618561	0.765827762485254
0.71426464805348	0.771185607550138	0.772414471097129	0.773495871018482	0.773938261895399	0.772709398348407
0.714362957137239	0.771234762092017	0.775117970900511	0.777772316162013	0.780230043255997	0.779591034211561
0.714412111679119	0.772414471097129	0.777575697994495	0.781016515926072	0.784653952025167	0.78563704286276
0.714510420762879	0.774036570979158	0.779492725127802	0.78416240660637	0.787062524577271	0.788832088084939
0.714657884388518	0.776051907196225	0.780770743216673	0.78426071569013	0.787406606370429	0.788586315375541
0.714657884388518	0.777133307117578	0.781557215886748	0.783179315768777	0.785145497443964	0.786079433739677
0.714657884388518	0.777182461659457	0.781409752261109	0.780180888714117	0.783179315768777	0.782835233975619
0.714756193472277	0.776641761698781	0.780279197797876	0.777575697994495	0.781065670467951	0.780475815965395
0.714903657097916	0.775806134486827	0.778657097915847	0.77526543452615	0.777575697994495	0.775953598112466
0.715100275265435	0.775068816358632	0.775707825403067	0.771775462052694	0.773053480141565	0.77089068029886
0.715247738891074	0.77379079826976	0.772168698387731	0.769219425874951	0.770005898545026	0.768039716869839
0.715395202516713	0.770988989382619	0.769809280377507	0.766958316948486	0.767597325992922	0.766270153362171
0.715542666142352	0.769710971293748	0.768236335037357	0.765041289815179	0.765631144317735	0.764795517105781
0.71573928430987	0.768482107746756	0.766909162406606	0.763714117184428	0.763861580810067	0.763075108139992
0.715985057019269	0.768285489579237	0.765336217066457	0.762780180888714	0.762681871804955	0.76189539913488
0.716181675186787	0.768334644121117	0.765287062524577	0.762092017302399	0.760813999213527	0.761846244593
0.716378293354306	0.767695635076681	0.763763271726308	0.760617381046009	0.759634290208415	0.763075108139992
0.716869838773103	0.766122689736532	0.762681871804955	0.760863153755407	0.758552890287062	0.763173417223751
0.717361384191899	0.764254817145104	0.761649626425482	0.759142744789619	0.757668108533228	0.76337003539127
0.717754620526937	0.763664962642548	0.760715690129768	0.75594769956744	0.758307117577664	0.763173417223751
0.718147856861974	0.762092017302399	0.758257963035784	0.754620526936689	0.756390090444357	0.762534408179316
0.718836020448289	0.760174990169092	0.758012190326386	0.753145890680299	0.75452221785293	0.761354699174204
0.719671647660244	0.758749508454581	0.757127408572552	0.752408572552104	0.752457727093984	0.759437672040897
0.7202615021628	0.756783326779394	0.755013763271726	0.750884781753834	0.750147463625639	0.755800235941801
0.720802202123476	0.755357845064884	0.753784899724735	0.749705072748722	0.748279591034211	0.752359418010224
0.721342902084153	0.754620526936689	0.75294927251278	0.74847620920173	0.745871018482108	0.749066063704286
0.722031065670468	0.751867872591427	0.750245772709398	0.745133700353913	0.742872591427448	0.746854109319701
0.722571765631144	0.74995084545812	0.748427054659851	0.743118364136846	0.740758946126622	0.743904836806921
0.723653165552497	0.748033818324813	0.746854109319701	0.742774282343689	0.737613055446323	0.743757373181282
0.72463625639009	0.746362563900904	0.74410145497444	0.741840346047975	0.737023200943767	0.742872591427448
0.725471883602045	0.744298073141958	0.741545418796697	0.740709791584742	0.73505701926858	0.741152182461659
0.726012583562721	0.742823436885568	0.739923318914668	0.738350373574518	0.732648446716477	0.73953008257963
0.727290601651593	0.741299646087298	0.737514746362564	0.736924891860008	0.732058592213921	0.737170664569406
0.728372001572945	0.739775855289029	0.735646873771136	0.735204482894219	0.732599292174597	0.736089264648053
0.729355092410539	0.738252064490759	0.734467164766024	0.734418010224145	0.731911128588282	0.734516319307904
0.73063311049941	0.735745182854896	0.732943373967755	0.732451828548958	0.731222965001966	0.733484073928431
0.731714510420763	0.734467164766024	0.731419583169485	0.731321274085726	0.730485646873771	0.732648446716477
0.732746755800236	0.733484073928431	0.729305937868659	0.730878883208808	0.729011010617381	0.731321274085726
0.734221392056626	0.731517892253244	0.727487219819111	0.72915847424302	0.727241447109713	0.730043255996854
0.735401101061738	0.730043255996854	0.726356665355879	0.728224537947306	0.726012583562721	0.729453401494298
0.736875737318128	0.728617774282344	0.724931183641369	0.72768383798663	0.725766810853323	0.728863546991742
0.73810460086512	0.726848210774676	0.722719229256783	0.726504128981518	0.725717656311443	0.728273692489186
0.739677546205269	0.72616004718836	0.722227683837987	0.726454974439638	0.725422729060165	0.728568619740464
0.740758946126622	0.725324419976406	0.720900511207236	0.726012583562721	0.725668501769563	0.728470310656705
0.741889500589854	0.724832874557609	0.72021234762092	0.724439638222572	0.724931183641368	0.727782147070389
0.743364136846245	0.724341329138812	0.719966574911522	0.724341329138812	0.724980338183248	0.726749901690916
0.744887927644514	0.723702320094377	0.719622493118364	0.723604011010617	0.724587101848211	0.726602438065277
0.746067636649626	0.723505701926858	0.718983484073928	0.722965001966182	0.724439638222572	0.726651592607157
0.746903263861581	0.72325992921746	0.718541093197011	0.722620920173024	0.724488792764451	0.726405819897759
0.748181281950452	0.722719229256783	0.718049547778215	0.722522611089265	0.725029492725128	0.726848210774676
0.749164372788045	0.722031065670468	0.717902084152576	0.722768383798663	0.72463625639009	0.726504128981518
0.749901690916241	0.722424302005505	0.717361384191899	0.722719229256783	0.724783720015729	0.726110892646481
0.750786472670075	0.721293747542273	0.71731222965002	0.722424302005505	0.724439638222572	0.725521038143925
0.751376327172631	0.720703893039717	0.717066456940621	0.722620920173024	0.723948092803775	0.725275265434526
0.752408572552104	0.720703893039717	0.716820684231223	0.722178529296107	0.723309083759339	0.725521038143925
0.753096736138419	0.72021234762092	0.716132520644908	0.721539520251671	0.723014156508061	0.725029492725128
0.752900117970901	0.720458120330318	0.716181675186787	0.721588674793551	0.722866692882422	0.725275265434526
0.753637436099096	0.7202615021628	0.716181675186787	0.721441211167912	0.722866692882422	0.725422729060165
0.753588281557216	0.719475029492725	0.715985057019269	0.721932756586709	0.723063311049941	0.725815965395203
0.753784899724735	0.718934329532049	0.715493511600472	0.722129374754227	0.723751474636256	0.725914274478962
0.753784899724735	0.71868855682265	0.715100275265435	0.722424302005505	0.724144710971294	0.725275265434526
0.753588281557216	0.718147856861974	0.715395202516713	0.722719229256783	0.724390483680692	0.725275265434526
0.75299842705466	0.717705465985057	0.715198584349194	0.722670074714904	0.724587101848211	0.725324419976406
0.752506881635863	0.717656311443177	0.715198584349194	0.722915847424302	0.725078647267007	0.725521038143925
0.752752654345262	0.718049547778215	0.714559575304758	0.723014156508061	0.725422729060165	0.725324419976406
0.752310263468345	0.717705465985057	0.715100275265435	0.723358238301219	0.725766810853323	0.725619347227684
0.751622099882029	0.718000393236335	0.715247738891074	0.723358238301219	0.726061738104601	0.72620920173024
0.751228863546992	0.717803775068816	0.715395202516713	0.723702320094377	0.725815965395203	0.726995674400315
0.750540699960676	0.717754620526937	0.715346047974833	0.723849783720016	0.725815965395203	0.726799056232796
0.750196618167519	0.717705465985057	0.715296893432953	0.723997247345655	0.725865119937082	0.726995674400315
0.749606763664963	0.717902084152576	0.715198584349194	0.723948092803775	0.725766810853323	0.727192292567833
0.749311836413685	0.718344475029493	0.715346047974833	0.723948092803775	0.725766810853323	0.726897365316555
0.748082972866693	0.718590247738891	0.715542666142352	0.723948092803775	0.72620920173024	0.727192292567833
0.746411718442784	0.719032638615808	0.71583759339363	0.724046401887534	0.72616004718836	0.727192292567833
0.74547778214707	0.719425874950845	0.716034211561148	0.724095556429414	0.726356665355879	0.727388910735352
0.744396382225718	0.719425874950846	0.716132520644908	0.724046401887534	0.726700747149037	0.727585528902871
0.742921745969328	0.719573338576484	0.716083366103028	0.723997247345655	0.726848210774676	0.727585528902871
0.741938655131734	0.719081793157688	0.716329138812426	0.723653165552497	0.726651592607157	0.727487219819111
0.740414864333464	0.719130947699567	0.716329138812426	0.723800629178136	0.726504128981518	0.72768383798663
0.738694455367676	0.719130947699567	0.716329138812426	0.723800629178136	0.726553283523398	0.72768383798663
0.737907982697601	0.719327565867086	0.716624066063704	0.723407392843099	0.726405819897759	0.727487219819111
0.73658081006685	0.719524184034605	0.716427447896186	0.723751474636256	0.727339756193472	0.72768383798663
0.735597719229257	0.719966574911522	0.716329138812426	0.723604011010617	0.727536374360991	0.727880456154149
0.733877310263468	0.719573338576484	0.716329138812426	0.723898938261895	0.72768383798663	0.727831301612269
0.732500983090838	0.720064883995281	0.716869838773103	0.723997247345655	0.727585528902871	0.727388910735352
0.730977192292568	0.720114038537161	0.717017302398742	0.724046401887534	0.728077074321667	0.727880456154149
0.729994101454974	0.72031065670468	0.717066456940621	0.723997247345655	0.728126228863547	0.727585528902871
0.728617774282344	0.720458120330318	0.717115611482501	0.724537947306331	0.728077074321667	0.728617774282344
0.726848210774676	0.720507274872198	0.71731222965002	0.72463625639009	0.727978765237908	NA
0.725176956350767	0.720949665749115	0.717607156901298	0.724537947306331	0.727782147070389	NA
0.724193865513173	0.721342902084153	0.718147856861974	0.724390483680692	0.727487219819111	NA
0.723653165552497	0.721097129374754	0.718295320487613	0.724882029099489	0.727880456154149	NA
